CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
IZ,822,ARKIA  ISRAELI  AIRLINES,2024-02-29T19:15:00,2024-02-29T19:15:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,543,EL AL ISRAEL AIRLINES,2024-02-29T19:15:00,2024-02-29T19:15:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
BZ,706,BLUE BIRD AIRWAYS,2024-02-29T19:35:00,2024-02-29T19:35:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,58-60,C,ON TIME,בזמן
A4,5024,AZIMUTH AIRLINES,2024-02-29T19:50:00,2024-02-29T19:50:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
AA,9259,AMERICAN AIRLINES,2024-02-29T20:00:00,2024-02-29T20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AM,7862,AERO MEXICO,2024-02-29T20:00:00,2024-02-29T20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
IZ,827,ARKIA  ISRAELI  AIRLINES,2024-02-29T20:00:00,2024-02-29T20:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G20-G27,G,ON TIME,בזמן
LY,324,EL AL ISRAEL AIRLINES,2024-02-29T20:00:00,2024-02-29T20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,5133,EL AL ISRAEL AIRLINES,2024-02-29T20:00:00,2024-02-29T20:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,ON TIME,בזמן
SK,3160,SAS,2024-02-29T20:00:00,2024-02-29T20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
5F,448,FLYONE,2024-02-29T20:00:00,2024-02-29T20:00:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,ON TIME,בזמן
6H,891,ISRAIR AIRLINES,2024-02-29T20:00:00,2024-02-29T20:00:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
LY,081,EL AL ISRAEL AIRLINES,2024-02-29T20:05:00,2024-02-29T20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
QF,5020,QANTAS AIRWAYS,2024-02-29T20:05:00,2024-02-29T20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
TG,4584,THAI AIRWAYS,2024-02-29T20:05:00,2024-02-29T20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
VN,3298,VIETNAM AIRLINES,2024-02-29T20:05:00,2024-02-29T20:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
LY,087,EL AL ISRAEL AIRLINES,2024-02-29T20:45:00,2024-02-29T20:45:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
LY,612,EL AL ISRAEL AIRLINES,2024-02-29T20:55:00,2024-02-29T20:55:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
S7,4483,SIBERIA AIRLINES,2024-02-29T20:55:00,2024-02-29T20:55:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
IB,2393,IBERIA,2024-02-29T21:00:00,2024-02-29T21:00:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,394,EL AL ISRAEL AIRLINES,2024-02-29T21:00:00,2024-02-29T21:00:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AA,9260,AMERICAN AIRLINES,2024-02-29T21:05:00,2024-02-29T21:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,316,EL AL ISRAEL AIRLINES,2024-02-29T21:05:00,2024-02-29T21:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,5108,EL AL ISRAEL AIRLINES,2024-02-29T21:20:00,2024-02-29T21:20:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
LY,974,EL AL ISRAEL AIRLINES,2024-02-29T21:25:00,2024-02-29T21:25:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
WZ,4311,RED WINGS AIRLINES,2024-02-29T21:50:00,2024-02-29T21:50:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
IZ,296,ARKIA  ISRAELI  AIRLINES,2024-02-29T22:15:00,2024-02-29T22:15:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
IZ,828,ARKIA  ISRAELI  AIRLINES,2024-02-29T22:25:00,2024-02-29T22:25:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
H7,457,HISKY,2024-02-29T22:30:00,2024-02-29T22:30:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
LY,084,EL AL ISRAEL AIRLINES,2024-02-29T22:50:00,2024-02-29T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
QF,5019,QANTAS AIRWAYS,2024-02-29T22:50:00,2024-02-29T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,4585,THAI AIRWAYS,2024-02-29T22:50:00,2024-02-29T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
VN,3295,VIETNAM AIRLINES,2024-02-29T22:50:00,2024-02-29T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
WZ,4312,RED WINGS AIRLINES,2024-02-29T22:55:00,2024-02-29T22:55:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
LY,5134,EL AL ISRAEL AIRLINES,2024-02-29T23:10:00,2024-02-29T23:10:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
6H,712,ISRAIR AIRLINES,2024-02-29T23:10:00,2024-02-29T23:10:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
IZ,338,ARKIA  ISRAELI  AIRLINES,2024-02-29T23:20:00,2024-02-29T23:20:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
RO,155,TAROM - RUMANIAN AIR TRANSPORT,2024-02-29T23:20:00,2024-02-29T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
H7,458,HISKY,2024-02-29T23:30:00,2024-02-29T23:30:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,ON TIME,בזמן
IZ,282,ARKIA  ISRAELI  AIRLINES,2024-02-29T23:35:00,2024-02-29T23:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
LY,5110,EL AL ISRAEL AIRLINES,2024-02-29T23:50:00,2024-02-29T23:50:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
B6,6453,JETBLUE AIRWAYS CORPORATION,2024-03-01T00:05:00,2024-03-01T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7426,DELTA AIRLINES,2024-03-01T00:05:00,2024-03-01T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,003,EL AL ISRAEL AIRLINES,2024-03-01T00:05:00,2024-03-01T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
6H,722,ISRAIR AIRLINES,2024-03-01T00:10:00,2024-03-01T00:10:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
LY,614,EL AL ISRAEL AIRLINES,2024-03-01T00:20:00,2024-03-01T00:20:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
RO,156,TAROM - RUMANIAN AIR TRANSPORT,2024-03-01T00:20:00,2024-03-01T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,ON TIME,בזמן
LY,544,EL AL ISRAEL AIRLINES,2024-03-01T00:25:00,2024-03-01T00:25:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
BZ,113,BLUE BIRD AIRWAYS,2024-03-01T00:30:00,2024-03-01T00:30:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
ET,404,ETHIOPIAN AIRLINES,2024-03-01T00:35:00,2024-03-01T00:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,572,EL AL ISRAEL AIRLINES,2024-03-01T00:35:00,2024-03-01T00:35:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
LY,8804,EL AL ISRAEL AIRLINES,2024-03-01T00:35:00,2024-03-01T00:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,344,EL AL ISRAEL AIRLINES,2024-03-01T00:50:00,2024-03-01T00:50:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
SK,3190,SAS,2024-03-01T00:50:00,2024-03-01T00:50:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
LY,2368,EL AL ISRAEL AIRLINES,2024-03-01T00:55:00,2024-03-01T00:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
LY,356,EL AL ISRAEL AIRLINES,2024-03-01T00:55:00,2024-03-01T00:55:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
B6,6483,JETBLUE AIRWAYS CORPORATION,2024-03-01T01:00:00,2024-03-01T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7443,DELTA AIRLINES,2024-03-01T01:00:00,2024-03-01T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,017,EL AL ISRAEL AIRLINES,2024-03-01T01:00:00,2024-03-01T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,027,EL AL ISRAEL AIRLINES,2024-03-01T01:00:00,2024-03-01T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AM,7869,AERO MEXICO,2024-03-01T01:05:00,2024-03-01T01:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-03-01T01:05:00,2024-03-01T01:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6451,JETBLUE AIRWAYS CORPORATION,2024-03-01T01:05:00,2024-03-01T01:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7424,DELTA AIRLINES,2024-03-01T01:05:00,2024-03-01T01:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,001,EL AL ISRAEL AIRLINES,2024-03-01T01:05:00,2024-03-01T01:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
ET,405,ETHIOPIAN AIRLINES,2024-03-01T01:30:00,2024-03-01T01:30:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,27-33,A,ON TIME,בזמן
LY,8807,EL AL ISRAEL AIRLINES,2024-03-01T01:30:00,2024-03-01T01:30:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,27-33,A,ON TIME,בזמן
LY,352,EL AL ISRAEL AIRLINES,2024-03-01T02:10:00,2024-03-01T02:10:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SK,3178,SAS,2024-03-01T02:10:00,2024-03-01T02:10:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
AA,387,AMERICAN AIRLINES,2024-03-01T02:15:00,2024-03-01T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AR,7874,AEROLINEAS ARGENTINAS S.A.,2024-03-01T02:15:00,2024-03-01T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,384,EL AL ISRAEL AIRLINES,2024-03-01T02:15:00,2024-03-01T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
SK,3166,SAS,2024-03-01T02:15:00,2024-03-01T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TP,8897,AIR PORTUGAL,2024-03-01T02:15:00,2024-03-01T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,2374,EL AL ISRAEL AIRLINES,2024-03-01T02:20:00,2024-03-01T02:20:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LY,388,EL AL ISRAEL AIRLINES,2024-03-01T02:20:00,2024-03-01T02:20:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
SK,3156,SAS,2024-03-01T02:20:00,2024-03-01T02:20:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SK,3180,SAS,2024-03-01T02:20:00,2024-03-01T02:20:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TP,8901,AIR PORTUGAL,2024-03-01T02:20:00,2024-03-01T02:20:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
6H,892,ISRAIR AIRLINES,2024-03-01T02:25:00,2024-03-01T02:25:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
LY,376,EL AL ISRAEL AIRLINES,2024-03-01T02:30:00,2024-03-01T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
TP,8913,AIR PORTUGAL,2024-03-01T02:30:00,2024-03-01T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
LY,2524,EL AL ISRAEL AIRLINES,2024-03-01T02:45:00,2024-03-01T02:45:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
AA,9265,AMERICAN AIRLINES,2024-03-01T02:55:00,2024-03-01T02:55:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AM,7850,AERO MEXICO,2024-03-01T02:55:00,2024-03-01T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
AM,7879,AERO MEXICO,2024-03-01T02:55:00,2024-03-01T02:55:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-03-01T02:55:00,2024-03-01T02:55:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IB,2394,IBERIA,2024-03-01T02:55:00,2024-03-01T02:55:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,336,EL AL ISRAEL AIRLINES,2024-03-01T02:55:00,2024-03-01T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
LY,395,EL AL ISRAEL AIRLINES,2024-03-01T02:55:00,2024-03-01T02:55:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
SK,3152,SAS,2024-03-01T02:55:00,2024-03-01T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
LY,311,EL AL ISRAEL AIRLINES,2024-03-01T03:00:00,2024-03-01T03:00:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
AA,9262,AMERICAN AIRLINES,2024-03-01T03:30:00,2024-03-01T03:30:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AM,7867,AERO MEXICO,2024-03-01T03:30:00,2024-03-01T03:30:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
LY,319,EL AL ISRAEL AIRLINES,2024-03-01T03:30:00,2024-03-01T03:30:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
SK,3161,SAS,2024-03-01T03:30:00,2024-03-01T03:30:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
OS,859,AUSTRIAN AIRLINES,2024-03-01T03:35:00,2024-03-01T03:35:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
LO,151,LOT POLISH AIRLINES,2024-03-01T03:45:00,2024-03-01T03:45:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,9256,EL AL ISRAEL AIRLINES,2024-03-01T03:45:00,2024-03-01T03:45:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
AM,7864,AERO MEXICO,2024-03-01T03:50:00,2024-03-01T03:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2024-03-01T03:50:00,2024-03-01T03:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
SK,3155,SAS,2024-03-01T03:50:00,2024-03-01T03:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
AM,7854,AERO MEXICO,2024-03-01T03:55:00,2024-03-01T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,326,EL AL ISRAEL AIRLINES,2024-03-01T03:55:00,2024-03-01T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3158,SAS,2024-03-01T03:55:00,2024-03-01T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
IB,2391,IBERIA,2024-03-01T04:15:00,2024-03-01T04:15:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,392,EL AL ISRAEL AIRLINES,2024-03-01T04:15:00,2024-03-01T04:15:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AM,7878,AERO MEXICO,2024-03-01T04:20:00,2024-03-01T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-03-01T04:20:00,2024-03-01T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IB,2397,IBERIA,2024-03-01T04:20:00,2024-03-01T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,398,EL AL ISRAEL AIRLINES,2024-03-01T04:20:00,2024-03-01T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
QS,1286,SMARTWINGS,2024-03-01T04:35:00,2024-03-01T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
LY,5101,EL AL ISRAEL AIRLINES,2024-03-01T05:00:00,2024-03-01T05:00:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,ON TIME,בזמן
AA,9267,AMERICAN AIRLINES,2024-03-01T05:05:00,2024-03-01T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
AM,7876,AERO MEXICO,2024-03-01T05:05:00,2024-03-01T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,318,EL AL ISRAEL AIRLINES,2024-03-01T05:05:00,2024-03-01T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3174,SAS,2024-03-01T05:05:00,2024-03-01T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
IZ,302,ARKIA  ISRAELI  AIRLINES,2024-03-01T05:20:00,2024-03-01T05:20:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LO,152,LOT POLISH AIRLINES,2024-03-01T05:20:00,2024-03-01T05:20:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,ON TIME,בזמן
LY,381,EL AL ISRAEL AIRLINES,2024-03-01T05:20:00,2024-03-01T05:20:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
LY,545,EL AL ISRAEL AIRLINES,2024-03-01T05:20:00,2024-03-01T05:20:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
LY,9255,EL AL ISRAEL AIRLINES,2024-03-01T05:20:00,2024-03-01T05:20:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,ON TIME,בזמן
NH,5620,ALL NIPPON AIRWAYS,2024-03-01T05:20:00,2024-03-01T05:20:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2024-03-01T05:20:00,2024-03-01T05:20:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
SK,3185,SAS,2024-03-01T05:20:00,2024-03-01T05:20:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-03-01T05:20:00,2024-03-01T05:20:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
LY,345,EL AL ISRAEL AIRLINES,2024-03-01T05:25:00,2024-03-01T05:25:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
LY,357,EL AL ISRAEL AIRLINES,2024-03-01T05:25:00,2024-03-01T05:25:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
SK,3165,SAS,2024-03-01T05:25:00,2024-03-01T05:25:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2024-03-01T05:30:00,2024-03-01T05:30:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
LY,361,EL AL ISRAEL AIRLINES,2024-03-01T05:30:00,2024-03-01T05:30:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
